edades,meses_antiguedad,sexo,Región,Estado,beneficio,cargo,planes,sms cantidad,llamada minutos,datos_gb,Facebook,Instagram,TikTok,WhatsApp,YouTube,X,Netflix,Spotify,Uber,prob_abandono_personal
21,7,Hombre,R5,Nayarit,Prepago,605,Plan amigo,2,17,8,0.653332100732672,1.3303567970539736,1.7842085687958251,0.5178638341164659,0.1,0.4168093187400887,0.37873321974282437,0.5248484899277495,0.2414285242024695,0.42
27,7,Mujer,R6,Aguacalientes,Postpago,330,Medio,10,12,6,0.1,0.6290919630692964,0.2447015546590038,0.3857122106068286,0.1,0.1728112768460391,0.16409803045216415,0.21533982162071635,0.12846228104467527,0.25
42,50,Hombre,R5,Michocán,Prepago,328,Plan amigo,13,40,4,0.5990042441987199,0.5272967101575742,0.15794594614726606,0.27739220569947737,0.3358188547457441,0.1,0.3069819336508522,0.1,0.17796013004847896,0.46
17,0,Mujer,R3,Chihuahua,Postpago,622,Premium,9,49,30,2.548091587024654,5.880017853779624,4.324628989155618,1.3229110739267171,0.7473311196921469,0.9833796532244842,0.7683616220445182,1.4036799479276025,0.1348097058931497,0.19
16,0,Hombre,R6,Zacatecas,Prepago,338,Plan amigo,13,59,5,0.34164480340200876,0.7507119286628507,1.4543257447694768,0.3717904921541271,0.1,0.3240376582561978,0.1,0.1048934833787832,0.18956771444725218,0.57
40,0,Hombre,R1,Baja California Sur,Prepago,794,Plan amigo,3,52,10,0.32716754062257886,0.7372267756280627,2.0471896834993886,0.8021747972412423,1.433470557250172,1.2579652669660988,0.5517350213833417,0.1,0.13170973713269182,0.49
26,7,Mujer,R9,Estado de México,Postpago,786,Premium,8,17,40,2.7722553182332828,3.4279181413026056,10.14125258885958,1.6795405386455968,0.17703997622454679,1.5518458150668017,0.672111169985957,2.57754324237273,1.2882090763450877,0.07
23,7,Hombre,R2,Sinaloa,Prepago,980,Plan amigo,12,20,19,1.6133768325564666,2.4602991725845684,3.8386013065205957,1.230862614479205,0.3995191962028358,2.1486713634447554,1.1153515575720092,1.362053069846145,0.6305857129074544,0.42
36,12,Hombre,R5,Nayarit,Prepago,920,Plan amigo,9,4,16,2.698883814639801,1.7056552279837096,3.0031012172075657,1.4057922746732066,2.6223295896291563,1.9402518467661833,0.5139754185966724,0.1651048830837904,0.1452899581138494,0.37
23,7,Hombre,R7,Tlaxcala,Prepago,929,Plan amigo,8,45,17,1.9163009231322825,1.158828027144546,2.6165750285716283,0.8487644775699709,0.3857240108645143,1.9176214441132327,0.6977413554344303,0.9798677674867099,0.49755854975426794,0.42
43,50,Hombre,R3,Durango,Prepago,559,Plan amigo,1,28,8,2.0272199142507974,0.4503638959657612,0.20164031505218813,0.8939827636871409,1.370717730432422,0.332843458522083,0.48269653381109107,0.1,0.28094965512643016,0.38
33,12,Hombre,R3,Durango,Prepago,428,Plan amigo,7,40,5,0.16127573351420035,0.5892780684130806,0.5310106461012046,0.2731747577990308,0.5931359160684497,0.6913179419421633,0.24312882670283026,0.2139544340375642,0.1,0.45
24,7,Hombre,R1,Baja california Norte,Prepago,615,Plan amigo,7,44,8,0.7508728594010768,0.25314781997234875,0.45851073926109087,0.4083692969558968,0.12556761944471823,0.7797342257994896,0.2753436879436308,0.5127196625402392,0.3740836735608852,0.42
45,50,Mujer,R9,CDMX,Postpago,104,Básico,6,7,4,0.2453514073360632,0.313324249112581,0.2639291994453102,0.16885896241935666,0.30326097459845963,0.1982774375808594,0.47120955413831683,0.1,0.13330356350812142,0.26
23,7,Hombre,R4,Tamaulipas,Prepago,826,Plan amigo,7,13,11,0.7598086053079531,1.5056919833868192,1.6455462827382263,0.49529066017196005,0.10159624747560253,1.2014100815490918,0.5087935609383332,0.5561785108548282,0.5033230256962203,0.42
34,12,Mujer,R7,Oaxaca,Postpago,590,Medio,13,67,20,1.1955649552271357,0.6835941608033917,3.618991078552697,1.9171631988594648,2.1835329917478696,0.35007963470928877,1.1449490459682408,0.13007914776587404,0.27392626584415797,0.25
30,12,Hombre,R8,Campeche,Prepago,327,Plan amigo,2,36,5,0.2931272783368427,1.1048299942634827,0.5269418629655607,0.4345115801183919,0.31122811161383673,0.308307656327948,0.342232047251019,0.1,0.1,0.45
38,12,Mujer,R5,Colima,Postpago,965,Premium,12,3,50,3.8634867599049345,9.470669112769745,2.0233074214072824,2.278723061140915,6.471034065500209,3.2151490992413936,0.4366666439652657,1.7394514653911701,0.643582127007181,0.07
40,0,Hombre,R3,Chihuahua,Prepago,245,Plan amigo,5,4,2,0.1,0.3064698410623111,0.3996960282836067,0.1,0.22246553496308075,0.21506619541779498,0.1,0.1,0.1,0.65
28,7,Mujer,R4,Tamaulipas,Postpago,955,Premium,0,22,50,5.796774538214924,2.6000573931124773,12.71292181100892,2.8537828412604966,0.6780511234846558,3.288624471557717,2.903609943234868,0.9672282213246582,1.2789592909466498,0.07
22,7,Hombre,R5,Michocán,Prepago,343,Plan amigo,6,63,4,0.3741239725634568,0.18766108650619695,0.1287447392581068,0.1,0.1,0.1,0.19604446936920966,0.2872794889010773,0.1,0.58
32,12,Hombre,R8,Quintana Roo,Prepago,894,Plan amigo,14,23,10,0.8469801435681783,0.21763995548096748,0.4141256357666426,0.353338614575964,0.7814129979368517,1.3590682800000922,0.314002335484634,0.2543323912577162,0.1,0.37
23,7,Hombre,R7,Guerrero,Prepago,385,Plan amigo,14,70,4,0.1,0.8698036732328891,0.17152052788066138,0.3247884365489615,0.1,0.3029855593761972,0.23986797167988666,0.1,0.1,0.58
44,50,Hombre,R9,Estado de México,Prepago,468,Plan amigo,0,14,4,0.9540745092480536,0.1,0.2728181380085919,0.1,0.27592204747681087,0.1,0.4384867213778274,0.1,0.1,0.46
29,7,Hombre,R9,Querétaro Sur,Prepago,146,Plan amigo,8,24,2,0.17715378236675844,0.18708905458354652,0.26719548355916517,0.1,0.1,0.15074801752014802,0.1,0.1,0.1,0.53
25,7,Hombre,R7,Oaxaca,Prepago,939,Plan amigo,0,22,15,1.7136521154868725,1.2896548737937747,0.4086136108621078,0.33606852606950915,0.37992850072198586,1.7816819141276303,0.1,0.38060279062915753,0.1,0.42
29,7,Mujer,R9,Querétaro Sur,Postpago,597,Medio,0,3,20,1.0423468855070304,2.138496257210847,5.556827714899027,0.23831933346700668,0.5702340836601973,1.0459970471810378,0.988614391626959,0.7860125370776349,0.1,0.25
17,0,Hombre,R7,Tlaxcala,Prepago,556,Plan amigo,14,32,7,0.9573904963397202,0.24172701146533024,1.3114596649661618,0.5208640682979134,0.1,0.49025241651815404,0.35112163120558526,0.49756714294698234,0.24954907289527706,0.57
20,7,Hombre,R3,Durango,Prepago,522,Plan amigo,6,26,7,0.3290569804358666,1.208926277197602,1.523302867842973,0.423341347443014,0.21772205480429843,0.12450596901528091,0.1,0.33494629523570246,0.32153711173639177,0.5
38,12,Mujer,R4,Tamaulipas,Prepago,305,Plan amigo,1,16,5,0.45130445669216646,1.1558302258207562,1.017589941592283,0.43650356272897517,0.8242748188858317,0.6516702291164066,0.29948283286916516,0.171675286727594,0.1,0.45
23,7,Mujer,R8,Quintana Roo,Postpago,329,Medio,13,38,6,0.1642492967146407,0.2764078812902918,0.15954767758971097,0.1,0.19982088100712864,0.49407648080404815,0.12885653414726195,0.34868275693382933,0.15047371809346388,0.3
20,7,Hombre,R2,Sinaloa,Prepago,927,Plan amigo,4,26,16,0.45922998018390093,3.4260554591157497,1.8372055191393968,0.9662490187766992,0.19462342068458893,1.0241276812074493,0.7953624295312522,0.24536700287548013,0.7516938001075147,0.42
32,12,Hombre,R6,Zacatecas,Prepago,581,Plan amigo,7,62,8,0.19037020032481602,1.0849439662549833,1.5925659576108215,0.7290733766837941,0.4079544461104189,0.2316126518021622,0.42783905297089814,0.1,0.1,0.45
37,12,Hombre,R1,Baja California Sur,Prepago,841,Plan amigo,7,57,10,1.4578767810125455,1.4149705829177077,0.5230347438003939,0.500391692325087,1.66774152363414,0.9255342424915078,0.5328417017263812,0.18264621808880668,0.1,0.37
34,12,Mujer,R4,Coahuila,Postpago,358,Medio,2,26,6,0.3296873677388004,0.8125906860138363,0.4253542978075072,0.3297602697202719,0.7854542627951862,0.649816834543731,0.1,0.22091581216654238,0.10000928596121303,0.25
36,12,Mujer,R9,CDMX,Postpago,849,Premium,6,26,50,0.7008431202971361,1.4593683610052093,7.234194978752633,2.038993470045419,1.8272735964355933,0.7783448776199354,0.7755784246593675,2.304831280080421,0.8948735185594859,0.07
22,7,Hombre,R8,Chiapas,Prepago,788,Plan amigo,2,56,10,0.8052360857356908,2.2690507201222854,1.9335092255084907,0.6249058276120432,0.118971011017973,0.7396596648198992,0.12034725680679054,0.319812673572905,0.1,0.42
17,0,Mujer,R9,CDMX,Postpago,882,Premium,5,28,50,1.9357407485556126,1.6385286495339566,6.428903473101238,3.5846978453828817,0.7549292986596892,5.057181905570003,2.0381952752208843,1.952018940679581,0.6906373929053804,0.19
40,0,Mujer,R1,Baja California Sur,Postpago,238,Básico,5,68,4,0.6676888943912703,0.1125639247224618,0.6131394574723246,0.24825237758287777,0.34437990295638593,0.16759654556530462,0.1349710678240077,0.16920087241917298,0.1,0.45
25,7,Hombre,R2,Sonora,Prepago,279,Plan amigo,2,40,1,0.1361216399969127,0.1,0.1283891643432844,0.1,0.1,0.1,0.1,0.1,0.1,0.58
26,7,Mujer,R7,Veracruz,Postpago,837,Premium,6,67,50,4.284692920596811,2.7738077872902682,7.9812402914611615,3.879377715562395,1.0586463880213155,1.828651641982645,0.28730641957733594,1.3699739588056685,1.4426036475043855,0.07
39,12,Hombre,R2,Sinaloa,Prepago,807,Plan amigo,2,53,10,0.19159032446299457,1.5259353731321896,1.199202275470115,0.7659581803732475,0.16853212941689588,1.145458831436383,0.3980293747494478,0.19799714108531075,0.23224578670437657,0.37
32,12,Hombre,R2,Sinaloa,Prepago,300,Plan amigo,7,37,4,0.1556003357426276,0.5490273067056314,0.31643946030497455,0.21465111816024832,0.41912910413403687,0.1,0.19691312749165238,0.1264990840686869,0.1,0.53
32,12,Hombre,R6,Aguacalientes,Prepago,734,Plan amigo,9,45,11,0.299536896282148,0.9084450595706868,1.600085265957037,0.2051619020224237,1.384201493537041,0.19286508927691332,0.30038140394775675,0.45245924108546537,0.20838537394991782,0.37
45,50,Hombre,R6,San Luis Potosí,Prepago,174,Plan amigo,3,31,2,0.4010660005271692,0.31647402798603397,0.1399011023156583,0.13234002356721986,0.47091344017283243,0.1,0.15070624760611268,0.1,0.10907019984085364,0.46
23,7,Hombre,R1,Baja California Sur,Prepago,14,Plan amigo,14,39,2,0.1,0.1,0.15017469256212157,0.1,0.1,0.20099682375069394,0.1,0.1,0.1,0.68
35,12,Mujer,R6,Aguacalientes,Postpago,860,Premium,14,60,50,4.835446875234982,6.542403790124924,4.3700907842872025,4.193481314402665,3.2739493523886583,1.1126191917003077,1.2571694197457355,1.7623919436400637,0.8164917132197282,0.07
28,7,Hombre,R6,Querétaro Norte,Prepago,388,Plan amigo,12,56,5,0.1743475271880043,0.20519841499753505,1.0252120617624447,0.2931397195767256,0.1,0.5119687747762847,0.2938974570639767,0.1,0.14526339231815033,0.45
30,12,Hombre,R4,Coahuila,Prepago,87,Plan amigo,0,41,2,0.1,0.35144836941977675,0.19583854818872967,0.1,0.27674656571283035,0.23710239678307443,0.1,0.1,0.1,0.63
40,0,Hombre,R2,Sonora,Prepago,419,Plan amigo,3,44,4,0.4686655929914158,0.7749038963610152,0.497944797282801,0.23374036142842183,0.5855047250179427,0.322706197980005,0.18347832697282956,0.10530614732379942,0.1,0.65
32,12,Mujer,R3,Chihuahua,Postpago,583,Medio,13,30,20,1.0313358384458986,1.5026912587414818,0.8039406131785612,1.5964844186780036,1.6235716962895204,1.1271389130887832,1.4149326757651377,0.8944158163300477,0.46745048159189306,0.25
32,12,Hombre,R9,Querétaro Sur,Prepago,141,Plan amigo,6,31,2,0.1,0.43128081229037846,0.16133571047302042,0.1,0.15547624089031106,0.15607197972351042,0.1,0.1,0.1,0.53
37,12,Hombre,R1,Baja california Norte,Prepago,610,Plan amigo,10,45,7,0.5281175181868921,0.6649470566457859,0.578929265029532,0.6237648364582515,0.14133952417727413,0.4859276343869723,0.1580675832320268,0.3026978831615182,0.1,0.37
25,7,Hombre,R8,Chiapas,Prepago,758,Plan amigo,3,5,11,0.7138769862603191,1.1783949986045952,2.9562548060448295,0.24744154700333207,0.2647533436474754,0.25358834832575616,0.6316490398736144,0.4911566578940736,0.34381931670202626,0.42
21,7,Hombre,R5,Nayarit,Prepago,51,Plan amigo,12,12,1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.68
20,7,Mujer,R3,Chihuahua,Postpago,98,Básico,5,61,4,0.22682142622360593,0.4042355815876377,0.5983833278784475,0.2476414030555831,0.10632142148780631,0.24685568595441,0.13318624944632163,0.1,0.1,0.48
16,0,Mujer,R9,Estado de México,Postpago,411,Medio,8,16,10,0.561046947765939,1.4115490819457008,1.7632393486396523,0.6125614414186525,0.26492117152927513,0.34343601111753297,0.4713048046187018,0.1,0.35284052430381074,0.37
44,50,Hombre,R3,Durango,Prepago,305,Plan amigo,0,49,4,0.19430843594175387,0.5383235960590591,0.2145191236597161,0.22789001630602526,0.6828370852262404,0.1,0.1321147059026591,0.1,0.20577625108530323,0.46
19,7,Mujer,R9,Estado de México,Postpago,849,Premium,12,44,50,3.0410433202711857,3.6981284934958394,8.26231010104592,2.7194757893564185,0.8257730927616539,5.309579822894628,1.6656283848080373,0.36036725423716565,0.6596408585418664,0.12
26,7,Mujer,R7,Guerrero,Postpago,304,Medio,4,34,5,0.3508348047767713,0.8614525812989653,0.4076531413096243,0.4106929163692291,0.1,0.33818891584192945,0.1,0.32132328240075025,0.19269896238964107,0.25
26,7,Mujer,R5,Michocán,Postpago,625,Premium,10,34,30,1.0760866733198295,6.751350565131744,3.253054015898199,1.796022150270035,0.8975281285607325,2.729472589756927,1.6615390771701333,1.8863779168468682,1.4327578749391239,0.07
30,12,Hombre,R9,Hidalgo,Prepago,535,Plan amigo,6,44,7,0.29875102118954716,0.5898665043234658,0.9986419441195162,0.5045671949912013,0.7126955441575139,0.13675180568532733,0.4294863946868996,0.3237301980482709,0.1,0.45
35,12,Hombre,R4,Nuevo León,Prepago,809,Plan amigo,0,34,10,0.49768496925406136,0.20326281111507608,0.6223948567646679,0.6911272222552263,1.6514701712901871,0.22168156128429325,0.4197901737728168,0.3435979993333009,0.1,0.37
35,12,Hombre,R8,Tabasco,Prepago,700,Plan amigo,13,28,10,1.0774270258061072,1.762156474252931,1.8328419941609195,0.46943986633470286,1.3764001277838536,0.5015963140183579,0.1911674138308906,0.115916558248619,0.1,0.37
23,7,Mujer,R6,San Luis Potosí,Postpago,646,Premium,3,3,30,0.4326668769726393,2.381705149110478,6.078671725323116,1.6919055989206415,0.14614223694342313,1.2057164733908836,1.0768568766589084,0.7862011092062553,0.6577759045098459,0.12
27,7,Hombre,R2,Sonora,Prepago,431,Plan amigo,5,58,4,0.42160706302543466,0.1,0.38956076937904216,0.1,0.1,0.46165001696836666,0.10034951426998157,0.16088141162371114,0.14430088216287815,0.53
30,12,Hombre,R8,Quintana Roo,Prepago,874,Plan amigo,1,4,11,0.2196829335413727,0.7698797814061688,2.0037709332134166,0.9199779483481194,0.8212133013442021,0.6597953889251741,0.6122981715588853,0.1806106077423355,0.1,0.37
26,7,Hombre,R9,Querétaro Sur,Prepago,32,Plan amigo,9,32,1,0.1,0.10276521988641357,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.63
41,50,Mujer,R9,Morelos,Postpago,584,Medio,4,54,20,0.7253412623450637,0.4410865574823454,0.7921177145003209,0.5967192796371084,4.507817945061723,0.7311048361885122,0.8036088946692074,0.34773997464349793,0.4999205375224483,0.18
32,12,Hombre,R1,Baja California Sur,Prepago,152,Plan amigo,10,11,1,0.1,0.1,0.14397785254701012,0.1,0.1,0.1,0.1,0.1,0.1,0.53
34,12,Mujer,R4,Tamaulipas,Postpago,674,Premium,9,24,30,3.9679677046438635,4.819290922179442,5.974700315954441,0.34895871858050986,1.204114753320253,1.9588884420635853,0.8948625133037972,0.6578613543823021,0.18673769618869843,0.07
33,12,Mujer,R4,Tamaulipas,Postpago,154,Básico,0,36,4,0.14846622806991341,0.5202371497223035,0.8059815554090751,0.16608185530621025,0.1,0.41803556353740834,0.1,0.1,0.1,0.33
37,12,Hombre,R9,Morelos,Prepago,234,Plan amigo,5,51,2,0.2672020160330464,0.39883108531789624,0.2659042063510701,0.1,0.12832068632740545,0.1,0.13503566088281013,0.1,0.1,0.53
29,7,Mujer,R4,Nuevo León,Postpago,512,Medio,5,3,20,1.9724427518617973,2.323247340386915,5.846324593062748,1.396299917296446,0.16312418657564035,1.7730489062797006,0.6238339242954949,0.3473886999723835,0.6900709569676343,0.25
18,7,Hombre,R9,Hidalgo,Prepago,971,Plan amigo,12,55,17,1.4138711398006116,0.38766373036214047,3.417758644517211,0.941510793368661,0.12310144399259544,0.8004726322017033,0.62577582015499,0.24014571531552825,0.7038341245589506,0.42
31,12,Mujer,R9,Estado de México,Postpago,983,Premium,14,42,50,0.8308827888167118,1.9517790476567753,1.8903577521372317,2.6859199243682466,5.808957702216452,3.1931381524899893,1.2099205409650384,1.9728709214012483,0.15648030177359057,0.07
23,7,Hombre,R6,Guanajuato,Prepago,830,Plan amigo,14,47,10,0.472712261362472,0.2476188965208945,0.23889237790555043,0.3330498313548458,0.1,0.3805697574188358,0.4997304081747821,0.15752262467947675,0.38154454848400676,0.42
24,7,Mujer,R2,Sinaloa,Postpago,625,Premium,3,70,30,3.0098041125261368,2.6737139289463956,5.191071619480817,1.2133125541897152,0.20142247802164664,3.28814268102683,1.0769581855440769,1.9185639323236368,1.203222831877062,0.12
33,12,Mujer,R6,Aguacalientes,Postpago,113,Básico,12,11,4,0.1016094218079324,0.2497145167525334,0.17473856263186355,0.3233513845508317,0.6275641329778959,0.32223748367297744,0.1,0.1,0.1,0.33
38,12,Mujer,R6,Querétaro Norte,Postpago,956,Premium,7,24,50,8.405197146846373,3.034127673239355,0.8322667708395045,1.802669015075485,0.8561948730422032,6.043991436044415,1.891481184280205,1.5977681444291643,0.5408630612729272,0.07
28,7,Mujer,R4,Tamaulipas,Postpago,48,Básico,3,20,4,0.22414485727391023,0.263091570116172,0.942996452682723,0.24052372247271,0.1,0.17586002816603397,0.1,0.1,0.12448739006076015,0.43
30,12,Hombre,R3,Chihuahua,Prepago,956,Plan amigo,7,45,15,1.4768104217933633,1.7009387670696756,2.7183667761842147,0.7732391867174258,1.1489238251464462,0.4690927966103696,0.899253512280336,0.4352388240814381,0.1,0.37
42,50,Mujer,R4,Nuevo León,Prepago,207,Plan amigo,14,41,2,0.40338310287836243,0.1668237704841057,0.15820041126696885,0.22183686972710315,0.30100868430295824,0.1,0.1,0.1,0.1,0.46
30,12,Mujer,R4,Nuevo León,Postpago,655,Premium,12,8,30,2.8636812333696424,4.468656601469145,5.868838626394155,0.724491649619864,0.8551623980616359,3.0726750481784673,1.802863393533247,1.2390588134549654,0.47918510204529996,0.07
49,50,Hombre,R9,CDMX,Prepago,588,Plan amigo,7,50,7,1.7730982996147744,0.9079811059305892,0.1,0.6534421101818306,0.3932359932149169,0.12075086229566133,0.36540609156695325,0.1,0.15408748141474152,0.38
33,12,Hombre,R3,Chihuahua,Prepago,400,Plan amigo,4,9,4,0.16174240026511874,0.32730845821015175,0.1,0.195091283293096,0.56449312429331,0.5019441856952738,0.239731196648297,0.1,0.1,0.53
16,0,Mujer,R9,CDMX,Postpago,188,Básico,12,18,4,0.19317008015358622,0.11378397555498568,0.8370881084382185,0.22586247726133693,0.11733899075021045,0.30801558060289014,0.1,0.24853005098309325,0.12520369961295116,0.45
34,12,Mujer,R9,CDMX,Postpago,977,Premium,14,3,50,7.383921471894032,9.469999748211656,3.7224740312288906,0.6539973273371946,2.0826370363525126,1.104034886585045,1.0578657717892583,1.189352291578224,1.0956278775790367,0.07
31,12,Mujer,R5,Jalisco,Postpago,563,Medio,3,39,20,3.1699830198933316,3.539327171628861,0.3852210336968343,0.7397694487664319,2.532690712987986,0.5388296747034158,1.172662070421381,0.8834580172688838,0.19063879209374582,0.25
38,12,Hombre,R7,Veracruz,Prepago,457,Plan amigo,11,39,5,0.65290817196562,0.24598862858895892,0.768342980705931,0.1,0.18664806572132478,0.5250403321210262,0.26318167488643884,0.15962044610931966,0.1,0.45
33,12,Mujer,R6,Querétaro Norte,Postpago,509,Medio,12,66,20,2.507691186337735,3.7866275763337707,4.18485404923615,1.7204447285350999,2.909634920622178,2.059508204928234,0.8676650530611015,0.17206550572331697,0.10616946526008003,0.25
27,7,Hombre,R3,Chihuahua,Prepago,24,Plan amigo,1,64,2,0.23969114590833773,0.3918841846688348,0.38409699854508317,0.1,0.1,0.1,0.1,0.1,0.1,0.63
18,7,Mujer,R2,Sonora,Postpago,632,Premium,10,63,30,0.7263162999941758,3.966785700920057,3.6905472944495497,2.4967107763961534,0.9407589284131684,1.7143204702427743,1.7994886237159975,1.1803515048865363,0.3206063186188425,0.12
26,7,Hombre,R4,Nuevo León,Prepago,678,Plan amigo,14,35,8,0.6744764686520834,0.5333607323201347,1.5853407617708042,0.6327624776871982,0.23053017745325557,0.30875466661547346,0.1649926639847712,0.1,0.12805503229562581,0.37
21,7,Mujer,R6,Querétaro Norte,Postpago,298,Básico,2,68,4,0.1,0.5115060525157759,0.8733487290380484,0.2579704122461361,0.1,0.18430024241071452,0.1,0.1,0.1,0.38
23,7,Mujer,R5,Nayarit,Postpago,487,Medio,2,32,10,0.49828622668313327,1.5812782737199795,2.6732474584543957,0.41259590916460115,0.27487949804965095,0.24353161116395516,0.5411811720405642,0.150543664080542,0.11806132890852641,0.3
33,12,Hombre,R6,Querétaro Norte,Prepago,240,Plan amigo,3,22,2,0.1,0.17073641668120032,0.25153189211570004,0.18984854476401375,0.2905716596449347,0.12146114381736474,0.1,0.1,0.1,0.53
41,50,Mujer,R9,Morelos,Postpago,932,Premium,3,62,50,11.310324995877204,5.382045466557578,3.3179399611376614,4.577138621392238,2.2912134622941283,0.7612752916550638,4.256072017882094,1.0324766294261478,1.3459343915593496,0.05
31,12,Hombre,R4,Nuevo León,Prepago,429,Plan amigo,9,26,4,0.7064862967006503,0.25760027247534206,0.39362630103982904,0.16126265877722992,0.6731588721681603,0.19181949104699722,0.14574856113774753,0.1,0.1,0.53
18,7,Mujer,R3,Chihuahua,Postpago,166,Básico,10,6,4,0.4993404815036265,0.3364193578539455,0.9880871208223675,0.30818731217027634,0.1,0.3708781922710244,0.1,0.1,0.12052113265088645,0.38
32,12,Mujer,R2,Sonora,Postpago,559,Medio,10,39,20,2.6108247905284307,2.0885292160937574,0.4459483869553924,1.7563985073606532,2.695309640607583,0.9222403763639434,0.7637850221209302,0.1,0.18399868624906193,0.25
38,12,Hombre,R4,Coahuila,Prepago,450,Plan amigo,4,6,5,0.49892959789149927,0.6592904489302001,0.2818503570326094,0.379982820050383,0.31104421316238046,0.43803553557559755,0.11523146778075952,0.11123760354903652,0.1,0.45
23,7,Mujer,R9,Estado de México,Postpago,106,Básico,3,20,4,0.3787049892652237,0.4453235866866502,0.1,0.1,0.1,0.11408518837359877,0.14704941878442226,0.12892195094031933,0.1300720345287183,0.38
27,7,Mujer,R4,Tamaulipas,Postpago,420,Medio,10,68,10,1.3760191139419509,1.3443689419413678,2.4046600900522783,0.6463841411116947,0.33372181105281873,0.31970001130656694,0.5033031036395669,0.6565096943551495,0.20795781546451475,0.25
28,7,Hombre,R2,Sonora,Prepago,960,Plan amigo,13,50,15,0.7766534483115197,3.438840656519047,2.936057852983245,0.5316755466439668,0.43508117134954155,0.6315161547144014,0.20818237229868414,0.620321392884087,0.4284944941799254,0.37
22,7,Hombre,R2,Sinaloa,Prepago,298,Plan amigo,9,35,1,0.12058032721673023,0.11837412752457631,0.2480842310614956,0.1,0.1,0.1,0.1,0.1,0.1,0.58
33,12,Mujer,R6,Aguacalientes,Postpago,263,Básico,7,60,4,0.5924809190683078,0.31745300543127597,0.1,0.1,0.5492310544555695,0.17928933008755488,0.19503433519445393,0.13809644337409616,0.1,0.33
27,7,Mujer,R9,Morelos,Postpago,205,Básico,5,30,4,0.29371644752470893,0.4257753130484063,1.141030875917078,0.1227359632334578,0.1,0.19578559360825906,0.16597151850285072,0.20665109116916183,0.17839107091251322,0.33
31,12,Mujer,R9,Querétaro Sur,Postpago,607,Premium,5,37,30,4.804042603774078,2.4175138972040915,3.184827329756022,2.20065904023707,4.979347894234206,1.6474493318389876,1.0399939313008235,1.30489879548965,0.28890116276246,0.07
21,7,Mujer,R9,Morelos,Postpago,843,Premium,7,12,50,3.709047267208464,10.930446381642483,12.231405051857873,1.234249226038427,0.665655709892048,2.3765688737722988,2.7556677256069673,3.5964173566712514,1.893769636828185,0.12
25,7,Hombre,R3,Chihuahua,Prepago,531,Plan amigo,6,67,8,0.5975476404410182,0.14623148197692232,1.7223732467794244,0.2890073223730106,0.1893467631974491,0.6075977912623362,0.24741276134532547,0.5461026650176711,0.1,0.5
34,12,Mujer,R2,Sonora,Postpago,526,Medio,14,44,20,2.632765147827896,2.156082609981966,3.166003096382176,1.3379936083910202,0.2743996886553445,0.9589898750295163,0.35013900355708083,0.2136197722364731,0.35835755448626744,0.25
25,7,Hombre,R5,Michocán,Prepago,644,Plan amigo,9,11,7,0.2925699092268116,0.8563885803000876,0.6240984307599318,0.35763232230130904,0.1862789502477044,0.31556259513937035,0.2643841725285518,0.4216116858842228,0.1,0.42
42,50,Hombre,R9,Morelos,Prepago,851,Plan amigo,13,62,11,2.4088654450471148,0.7291718573165826,0.19128379715098506,0.7602459837808776,0.7335103546756911,0.5499588642842012,0.14084776054228582,0.1,0.36493361360726323,0.3
25,7,Hombre,R9,Morelos,Prepago,874,Plan amigo,10,17,10,0.8875377577994298,1.7949461285309527,0.9259300391061427,0.7159401600392208,0.3442558261639911,0.6389240200262472,0.4658975643830886,0.40069809425342867,0.1,0.42
30,12,Hombre,R4,Tamaulipas,Prepago,127,Plan amigo,11,59,2,0.13357346831512068,0.1,0.42751606088362143,0.1,0.23766254092368144,0.1,0.1,0.1,0.1,0.53
35,12,Hombre,R9,CDMX,Prepago,815,Plan amigo,9,24,10,0.3061634927655476,2.1651368962022275,1.8382901321622411,0.6722113798999935,0.2332565735999844,0.37631677407407965,0.625490992304403,0.1,0.1,0.37
17,0,Hombre,R9,Estado de México,Prepago,918,Plan amigo,12,66,18,1.4888528408293555,1.393483436766954,1.4792615277174046,0.9133879150241525,0.268534373921816,0.42736875188765217,0.6111325976858281,0.5545302030058221,0.6499143267743676,0.49
16,0,Mujer,R1,Baja California Sur,Postpago,168,Básico,7,43,4,0.1,0.6200694665755925,0.5688725261764374,0.14974100401643392,0.1,0.1,0.20588237953768057,0.10693903112605367,0.13485151431958858,0.45
16,0,Hombre,R3,Durango,Prepago,824,Plan amigo,13,58,10,1.3695574652998947,1.4255782677039746,1.3120113270556255,0.26632647601738374,0.33783871432955775,0.8439260362172799,0.4125575802236733,0.3343783944976261,0.41058182336460897,0.49
38,12,Hombre,R1,Baja California Sur,Prepago,237,Plan amigo,1,25,1,0.1318969274175938,0.1,0.13527505786104965,0.1,0.1,0.11814458919384155,0.1,0.1,0.1,0.53
24,7,Hombre,R2,Sonora,Prepago,886,Plan amigo,8,27,11,0.6113444385110816,1.3522270727316228,3.2908311603808142,0.41378663657658465,0.1,0.8439630084768224,0.1895532281523451,0.13082192185821293,0.1,0.42
48,50,Hombre,R6,Guanajuato,Prepago,225,Plan amigo,0,8,2,0.1,0.16887132183251738,0.1,0.1,0.3832405360895017,0.1,0.22103105115120375,0.1,0.1,0.46
