edades,meses_antiguedad,sexo,Región,Estado,beneficio,cargo,planes,sms cantidad,llamada minutos,datos_gb,Facebook,Instagram,TikTok,WhatsApp,YouTube,X,Netflix,Spotify,Uber,prob_abandono_personal
20,7,Mujer,R9,CDMX,Postpago,473,Medio,9,25,13,0.4289248608780492,1.6305517196676327,3.254458590943343,0.356878565256285,0.2594906515916859,0.606264795409442,0.12829730438482082,0.8995695548110882,0.5393620620337757,0.3
18,7,Mujer,R7,Oaxaca,Postpago,358,Medio,2,43,8,0.16119505478681775,1.4178587743431659,0.9385789857608003,0.6687697989891563,0.1004847221300292,0.2779096470448895,0.2864149656408215,0.4873638254133065,0.1,0.3
37,12,Hombre,R9,Hidalgo,Prepago,780,Plan amigo,14,30,10,1.3117966531284764,0.29755074623611255,1.9965724421107622,0.13664312486797972,1.655908712258193,0.7556449432644324,0.34911722779885807,0.46804157161616866,0.23784605580440107,0.37
34,12,Mujer,R4,Coahuila,Prepago,669,Plan amigo,2,50,7,0.84860947613015,0.3113230496318521,0.8151072248766216,0.37669109691939145,0.6889889994871242,0.602977921679625,0.1,0.24544087546914956,0.12290342654622852,0.37
33,12,Hombre,R5,Jalisco,Prepago,773,Plan amigo,3,40,11,0.34538814452873684,1.581069986186453,1.4187977581695737,0.7430231341396583,0.2898149350656298,1.0318224894621966,0.26033184199169535,0.28505107371651345,0.20814692338628446,0.37
33,12,Hombre,R3,Chihuahua,Prepago,964,Plan amigo,6,33,17,2.2193247942527656,0.7247826913177988,2.2709085024042057,1.584958299928933,0.6517335130287664,2.111922114035028,0.8841909272246347,0.6438809231120729,0.1345697309759194,0.37
28,7,Hombre,R7,Guerrero,Prepago,941,Plan amigo,3,16,15,0.7243840816297623,3.2842253714089997,1.8112945347887464,0.15810609945474513,0.33870073860404276,0.32969368399029564,0.7291408427826427,0.7188804140410656,0.6358162115086518,0.37
21,7,Mujer,R8,Chiapas,Postpago,412,Medio,8,31,10,1.1508212637078616,0.41113457227755934,1.2669978940163822,0.6632552359330364,0.16422673501748544,1.1690493429535758,0.4520146519403315,0.1,0.42623358981925463,0.3
29,7,Hombre,R4,Tamaulipas,Prepago,355,Plan amigo,0,53,4,0.1,0.18990925686535692,0.9026314886843769,0.29365414023739855,0.1,0.16149428035970909,0.1,0.11136865179541984,0.1,0.53
23,7,Hombre,R8,Chiapas,Prepago,972,Plan amigo,7,51,17,0.7182000181781054,2.590565896348119,4.62592931636972,0.5044794401574771,0.14743978270995858,1.7326518767711931,0.7741777310069975,1.1449882248540417,0.18045983063669918,0.42
36,12,Hombre,R5,Colima,Prepago,520,Plan amigo,6,45,8,0.289873766172699,1.098241474594554,1.1061585985180415,0.39538832312495376,0.9010111592192884,0.2707443274944767,0.29624035423861117,0.2614603738407769,0.1,0.45
27,7,Hombre,R6,Guanajuato,Prepago,156,Plan amigo,1,7,2,0.2018354438675015,0.23413369368812012,0.22681576527167524,0.1,0.1,0.1,0.1,0.12318219814774717,0.1,0.53
21,7,Mujer,R9,Estado de México,Postpago,157,Básico,7,44,3,0.1,0.7111132014430949,0.2815065345788962,0.1,0.1,0.272155165652875,0.1,0.13026016591016873,0.1,0.38
25,7,Mujer,R7,Puebla,Postpago,873,Premium,0,9,48,1.220519066974921,4.31924595831517,10.702259596797054,2.5718930664376964,0.30837857107620714,1.2620212746241228,1.9142912698184134,2.854152760433394,0.9051099561084471,0.12
31,12,Hombre,R5,Michocán,Prepago,720,Plan amigo,10,44,11,1.2321342694066957,0.5964658026851873,0.8489081647212461,0.1,1.5517739515335174,0.698452917552354,0.6560800240450025,0.3842862124399995,0.22180258707549672,0.37
23,7,Hombre,R6,Querétaro Norte,Prepago,829,Plan amigo,11,38,11,0.5279177771113338,0.6321079117742108,3.213469502567145,0.6802234835440458,0.3346620222256973,0.10418031641063837,0.26234835810226614,0.6018900976747634,0.1,0.42
21,7,Hombre,R7,Tlaxcala,Prepago,498,Plan amigo,8,29,5,0.42925243267032465,0.5605614995496035,0.12466310999755022,0.12050242623082495,0.1,0.10264156995394058,0.1968303347279449,0.1054456864206347,0.1,0.5
30,12,Hombre,R9,Estado de México,Prepago,938,Plan amigo,8,60,15,2.4435612674643714,1.8095335914489483,1.401795516435079,1.0688826754949796,2.4722267681449384,0.19447325385468675,0.5238247573278395,0.4584450712843805,0.1310372009703325,0.37
30,12,Hombre,R9,Hidalgo,Prepago,945,Plan amigo,1,48,18,2.551760951700682,4.204995547329744,3.6827092266490276,0.5441766395119702,0.9004469539949574,2.489161092646538,0.641157018397101,0.2255712838954954,0.3138611757357846,0.37
24,7,Hombre,R7,Puebla,Prepago,649,Plan amigo,6,68,7,0.3347826407286871,0.5310432569114101,1.863328124432458,0.1283685593732446,0.1,0.2670421690946028,0.2659226018325759,0.1,0.17029208922600253,0.42
24,7,Hombre,R1,Baja California Sur,Prepago,560,Plan amigo,14,27,7,0.6573987534881407,1.4428196043860968,0.5905443987564185,0.4877596622724748,0.1,0.5865849683318781,0.1968240400211224,0.1,0.24639302194093174,0.5
30,12,Mujer,R4,Nuevo León,Prepago,347,Plan amigo,13,29,5,0.24292059958117496,0.27781823714754245,0.4331895120180982,0.32467402965224856,0.25655704218412734,0.1714205540614272,0.1,0.12164805375078608,0.1,0.45
16,0,Mujer,R5,Colima,Postpago,881,Premium,9,3,48,1.9695275877534415,1.3448680674321951,6.729198954568048,3.2349734739847626,1.2688070214044709,5.011633327888275,0.21775826457296235,3.3476821482849126,0.8877729080500648,0.19
17,0,Hombre,R4,Tamaulipas,Prepago,650,Plan amigo,2,44,8,1.1416757103580804,0.5806940733983802,1.2162415081752682,0.26678343874803045,0.11482848019046853,0.8186847604784013,0.3663956850023278,0.5717806115796739,0.24548366228595647,0.49
22,7,Hombre,R6,Zacatecas,Prepago,788,Plan amigo,6,54,11,0.7904785639368325,0.3979419983011398,3.289409172102679,0.5372400350888007,0.28529647279747633,0.5891066210196956,0.3813928762384093,0.7495534594152221,0.11721149901269383,0.42
26,7,Mujer,R9,Estado de México,Postpago,997,Premium,11,27,48,2.3469540160313382,2.402946193069404,11.60738174713617,0.502288724019429,0.2468555248802384,1.9887043503448945,1.5741378303156783,1.540879996685002,0.2499729944665039,0.07
30,12,Hombre,R5,Nayarit,Prepago,962,Plan amigo,9,56,17,2.938595889279437,3.900527133523583,1.2022099910107322,1.2230598171771032,1.8564113749104867,0.7057867527488498,0.3811047807096215,0.428462257554839,0.18684542732219475,0.37
40,0,Mujer,R6,Guanajuato,Postpago,482,Medio,8,69,10,0.6092652714285239,1.9688259757235334,1.1146292419569677,0.6507438639006585,0.43797948028203076,0.813034298422158,0.2616799052281296,0.26783329745690543,0.19090498668404787,0.37
35,12,Mujer,R1,Baja california Norte,Postpago,955,Premium,3,8,47,6.635338706880601,4.481235298344857,7.255214539752995,4.264760239100379,5.50428502908706,1.388677067383442,2.3723917347150936,0.3712866758971099,0.993357838377299,0.07
27,7,Hombre,R9,CDMX,Prepago,160,Plan amigo,11,60,1,0.1,0.10227152493379382,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.53
28,7,Hombre,R4,Nuevo León,Prepago,424,Plan amigo,0,55,4,0.268587249579652,0.5823898094584113,0.5984898136064454,0.1,0.1,0.30519562277445833,0.22226067548974993,0.1,0.1,0.53
20,7,Mujer,R7,Puebla,Postpago,999,Premium,1,68,46,2.730506773164316,9.069279927833618,4.388072876146191,3.4386410035909507,0.1953428910591426,5.215808512726032,1.6284844726028183,2.2572135597411918,0.9049345680429165,0.12
28,7,Hombre,R1,Baja california Norte,Prepago,307,Plan amigo,0,60,5,0.5735001598634325,0.2665542000945348,0.16847655538988182,0.1830426416981624,0.15542087994881462,0.46275902851710893,0.1648036717369082,0.21623828304755874,0.1,0.45
26,7,Hombre,R5,Michocán,Prepago,620,Plan amigo,13,4,8,0.9807007580656243,1.538231751871841,1.6304936823067515,0.33719501798551016,0.2784466513135329,0.8516126468013181,0.3207048610945491,0.23828021637281396,0.247099184679454,0.37
31,12,Mujer,R2,Sinaloa,Postpago,272,Básico,11,24,2,0.21734815131430352,0.20862041055004255,0.15245094538463227,0.1,0.21683423242722166,0.13428264625834216,0.1,0.1,0.1,0.33
21,7,Hombre,R8,Yucatán,Prepago,773,Plan amigo,4,39,11,0.20565096131272692,1.0835318698627734,2.94553344821294,0.7129159845068385,0.145872011345705,1.243841643318835,0.1,0.763344693117106,0.15628346957644815,0.42
32,12,Hombre,R2,Sinaloa,Prepago,153,Plan amigo,4,22,2,0.1,0.22634600036021038,0.17353687724980188,0.10940474973305744,0.291715681151468,0.24564539961804016,0.1,0.1,0.1,0.53
40,0,Mujer,R5,Michocán,Postpago,355,Medio,10,26,8,0.15990398633628375,1.277057262501164,0.2191250024913821,0.5772094296012995,0.8205371549099005,0.2903164181886848,0.3284475344324004,0.1,0.1,0.37
27,7,Hombre,R5,Nayarit,Prepago,633,Plan amigo,6,67,7,0.8194263455206888,0.8362894520678794,0.4314506638631945,0.4364371805844323,0.1,0.6350231015061658,0.21590609737260666,0.24704012347795942,0.2894100278721041,0.37
31,12,Hombre,R9,CDMX,Prepago,581,Plan amigo,8,67,8,1.0483631367138586,0.18697614814325117,0.5928699345894642,0.6754759296972073,0.12063037052474697,0.6630565054208705,0.4296790797479122,0.24847322103767194,0.149087370617115,0.45
34,12,Mujer,R2,Sonora,Postpago,890,Premium,8,3,49,6.561895300266187,8.379728910000571,8.82109936216796,3.148440310760853,3.900709044723476,3.578204634253507,2.5952313644134803,2.080466996324546,0.3771873558017378,0.07
25,7,Hombre,R9,Hidalgo,Prepago,11,Plan amigo,2,5,1,0.1,0.22448562478518044,0.18198330187464468,0.1,0.1,0.11896536142041053,0.1,0.1,0.1,0.68
30,12,Mujer,R3,Chihuahua,Postpago,906,Premium,2,48,48,7.641191223691832,6.4212816456941955,9.2966816855859,1.7257235287905208,1.0763796884521297,3.5314161690177537,1.1007881781005462,1.6916290647349512,1.1058809656308062,0.07
28,7,Mujer,R1,Baja California Sur,Postpago,313,Medio,2,57,5,0.5123346295738509,1.0733660012743078,0.7342336190416888,0.33048316898055824,0.15363129736084616,0.43809035144678365,0.16217764009947808,0.23429101283076362,0.17291356703206917,0.25
29,7,Hombre,R2,Sonora,Prepago,263,Plan amigo,3,66,2,0.1,0.39469150888991317,0.572181741821673,0.1,0.1,0.18109380289703927,0.1,0.1,0.1,0.53
22,7,Hombre,R4,Nuevo León,Prepago,661,Plan amigo,7,47,7,0.4895502480801758,0.2078094357709944,1.7953304963958339,0.409080922247323,0.21654562895271684,0.16462119487664037,0.1,0.47312978379592857,0.1,0.42
28,7,Hombre,R4,Nuevo León,Prepago,462,Plan amigo,5,28,5,0.5920863671513436,1.001995135242312,1.0921872807686042,0.1,0.12412296892621566,0.5378884866630447,0.1391488605442473,0.1629416630712092,0.11520026134578987,0.45
32,12,Hombre,R4,Tamaulipas,Prepago,46,Plan amigo,7,67,1,0.1,0.21581372746271402,0.18962726537847088,0.1,0.11031076777173345,0.11056015593906623,0.1,0.1,0.1,0.63
40,0,Hombre,R1,Baja california Norte,Prepago,169,Plan amigo,0,26,2,0.3268061352427818,0.4041951398319052,0.40718967772748205,0.16849495830812808,0.3158811486860142,0.1,0.12329728644233645,0.1,0.1,0.65
36,12,Mujer,R6,Aguacalientes,Postpago,18,Básico,7,37,3,0.1,0.5033967766441274,0.24169641872515105,0.1449382600282461,0.3795911322757876,0.3964274973601344,0.1808080821859677,0.1,0.1,0.43
45,50,Hombre,R9,CDMX,Prepago,242,Plan amigo,3,26,1,0.1,0.1,0.1,0.1167638169368525,0.14455750744694565,0.1,0.1,0.1,0.1,0.46
22,7,Hombre,R1,Baja California Sur,Prepago,108,Plan amigo,10,30,1,0.1,0.22898839166732096,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.58
35,12,Mujer,R9,Querétaro Sur,Postpago,668,Premium,0,18,25,2.9155970078287914,1.0263029071130292,1.9391722740426303,1.0957839044389746,0.9697324107044221,1.940408298848146,0.2631596659949751,0.1321007159064769,0.3311078056068754,0.07
29,7,Hombre,R7,Veracruz,Prepago,825,Plan amigo,7,61,11,0.47209088451489445,0.41100106266073977,1.5256507694619073,0.8508173737598012,0.29406152828337556,1.092838807707538,0.58109901707532,0.7717664264402327,0.4113279114277844,0.37
46,50,Mujer,R3,Chihuahua,Postpago,217,Básico,3,56,3,0.5710626544291628,0.22017464367233258,0.1,0.2547177176583869,0.716606390673945,0.1,0.2671562676791834,0.1,0.1,0.26
22,7,Hombre,R9,Hidalgo,Prepago,140,Plan amigo,5,18,1,0.1,0.12903592897670024,0.122730785322305,0.1,0.1,0.10688315434426061,0.1,0.1,0.1,0.58
21,7,Hombre,R9,Hidalgo,Prepago,413,Plan amigo,7,17,5,0.25585475120612,0.893966784286024,0.5265748761208052,0.1,0.1,0.44402073620067534,0.11154835767564943,0.23553184281436917,0.1638667555149412,0.5
23,7,Mujer,R9,Morelos,Postpago,161,Básico,3,13,3,0.3246423599280668,0.6508716733609493,0.42335417938548237,0.1,0.1,0.16920819773845927,0.131933766847123,0.1,0.1,0.38
16,0,Mujer,R3,Chihuahua,Postpago,63,Básico,13,67,2,0.2288216857779923,0.33254425109215147,0.44977438520793883,0.13849192864806573,0.1,0.16880902921822227,0.1,0.14179561540122387,0.1,0.55
24,7,Mujer,R8,Campeche,Postpago,129,Básico,2,70,2,0.1,0.1631801590869434,0.4283949753434631,0.1561991638232759,0.1,0.1,0.10673147738070468,0.13261336036588492,0.1,0.38
22,7,Mujer,R6,Querétaro Norte,Postpago,682,Premium,13,45,29,1.7489088393093442,4.752581231746088,3.259031769240895,2.1567080391227926,0.1744246879243878,0.3553662536787141,0.4545815997502902,0.6967278621658436,0.23951422740250647,0.12
29,7,Mujer,R9,Morelos,Postpago,929,Premium,8,15,47,0.8661533040589972,8.707038007746931,3.101879607273707,3.630820519119517,0.6939450653588332,3.906068982373162,0.7812583660714822,0.9846354320047122,1.3605076975579664,0.07
31,12,Hombre,R4,Coahuila,Prepago,637,Plan amigo,2,12,8,0.8495040913962052,1.5055627765976496,1.3374012994237119,0.5319489897109122,0.6996314805608518,1.0344165433289196,0.37309819634297015,0.38048713898170883,0.15963107137383703,0.37
43,50,Hombre,R9,Estado de México,Prepago,596,Plan amigo,8,43,8,0.25925397717385074,0.526878211115947,0.4611205135663781,0.7104367059328525,1.114203003989399,0.3841864292630574,0.31725946487058077,0.1,0.1,0.38
36,12,Mujer,R1,Baja california Norte,Postpago,634,Premium,12,52,27,2.9245511453764235,4.596649901045395,2.1640981402241084,1.6571828600033367,0.5605851991507014,0.619515695041841,1.402863858785819,0.5316171154308446,0.44922282201109776,0.07
23,7,Mujer,R9,Hidalgo,Postpago,977,Premium,1,61,47,5.705015972584186,9.728409021748558,3.2057262143121745,2.0550650770002417,1.2718170819604224,4.450233858749016,2.2532671812784058,0.9462437089076379,0.5558013121991772,0.12
21,7,Mujer,R6,Zacatecas,Postpago,429,Medio,13,41,11,0.9778744330958318,2.002035405626973,1.2029497078453153,0.15189772727815232,0.29130946312356454,0.45722772826016556,0.14647943817602066,0.16199723219115966,0.19038742502116576,0.3
32,12,Hombre,R9,Estado de México,Prepago,431,Plan amigo,1,5,4,0.44627966029403693,0.3851284058696597,0.1,0.1,0.243218182117472,0.3930571296022765,0.1,0.11326970814732218,0.1,0.53
17,0,Hombre,R5,Jalisco,Prepago,113,Plan amigo,1,9,2,0.1,0.1091404603449817,0.1,0.11646451536621735,0.1,0.20215597076100378,0.1,0.1,0.1,0.65
43,50,Mujer,R9,CDMX,Postpago,861,Premium,5,51,45,10.549911435428982,2.851536703057083,1.9347442286347283,1.8800819741377093,1.528660861354382,2.547372729698392,3.1246365200387913,0.8661358536909806,1.8390598723069458,0.05
37,12,Hombre,R5,Michocán,Prepago,263,Plan amigo,2,28,2,0.19678943776482358,0.1,0.2879501654529867,0.1,0.16323274490370893,0.18830561296753964,0.11473157766345336,0.1,0.1,0.53
24,7,Mujer,R6,San Luis Potosí,Postpago,236,Básico,12,35,3,0.1,0.2805983789281071,0.1,0.18602096527510445,0.10322066691679584,0.11274109110016947,0.1,0.11027492747353655,0.12474024118834524,0.38
16,0,Mujer,R6,Zacatecas,Postpago,121,Básico,8,50,1,0.1,0.1,0.2927962273478249,0.1,0.1,0.111241348728393,0.1,0.1,0.1,0.45
39,12,Hombre,R7,Tlaxcala,Prepago,519,Plan amigo,3,4,7,1.0654566212802339,1.14606413555368,0.1844114160264955,0.6454094615640624,0.2577941409705017,0.7686303289926182,0.33283862391339275,0.1,0.1,0.45
27,7,Mujer,R3,Durango,Postpago,482,Medio,0,34,13,1.6454363717208378,1.4301516172308268,2.6426585115938637,0.5865491671307214,0.3489080162587791,0.8017768980572652,0.26121257830605377,0.3798517129025393,0.5419268492478795,0.25
38,12,Mujer,R9,Hidalgo,Postpago,108,Básico,3,6,1,0.1,0.1,0.20281644623637424,0.1,0.1,0.14385793409018158,0.1,0.1,0.1,0.33
16,0,Hombre,R3,Chihuahua,Prepago,162,Plan amigo,0,22,2,0.2053293453577278,0.38133295276504664,0.17386012816389143,0.1,0.1,0.14995611372340661,0.1,0.1,0.1,0.65
23,7,Mujer,R9,CDMX,Postpago,870,Premium,13,38,47,5.372605866085496,6.025784769696969,5.728038467131951,1.85519099080236,0.7261736512505863,5.429360556963123,2.209612630536777,0.8828226593825881,0.9593486785648604,0.12
28,7,Hombre,R9,CDMX,Prepago,923,Plan amigo,4,34,18,1.488874535265635,2.759558995840792,2.7196468359849857,1.244050707328877,0.5074481205683384,1.162398363954384,0.9332648218759841,0.99491789602311,0.6854484028083266,0.37
28,7,Mujer,R2,Sinaloa,Postpago,905,Premium,3,30,47,6.492592443525005,3.557363957050486,4.462249816747735,3.5388112717688704,1.3322998888506647,5.253335730117143,0.3541585819739605,2.2083079528230263,0.45492942875273096,0.07
24,7,Hombre,R4,Nuevo León,Prepago,887,Plan amigo,7,3,11,0.8505616179557538,0.5597604400868866,0.6144818076734282,0.1,0.2593362650567214,0.530315863762186,0.10879598348544656,0.2914416852989842,0.11845564826734106,0.42
33,12,Mujer,R2,Sinaloa,Postpago,347,Medio,7,62,8,1.36163785353823,0.7014487552843358,0.6538002423611279,0.6532102168368229,0.9665837431683895,0.8403765122797069,0.3803145698244651,0.3647167481671658,0.1,0.25
19,7,Hombre,R9,Querétaro Sur,Prepago,715,Plan amigo,6,58,10,1.4252687409197893,2.0213418377265895,1.849123248853758,0.5752993535266592,0.2420054945042063,0.14540377094625237,0.16208923917788562,0.6941084344006314,0.2713952641290019,0.42
27,7,Hombre,R1,Baja california Norte,Prepago,831,Plan amigo,2,37,11,0.6649579670624105,2.0536627737906805,1.835518343379893,0.1,0.2985134157459075,0.990092033985125,0.14573160665974422,0.7599631373631783,0.14554192722346113,0.37
29,7,Mujer,R1,Baja california Norte,Postpago,172,Básico,0,32,1,0.1,0.1,0.18891904944616472,0.1,0.1,0.1006214102487461,0.1,0.1,0.1,0.33
32,12,Hombre,R9,Hidalgo,Prepago,729,Plan amigo,0,56,11,1.9543100529114077,1.6283880955688694,0.2812087678865115,0.12031603374293666,1.764066718815145,1.3492509927235408,0.3084819438702315,0.33976640820446435,0.1382353103784999,0.37
34,12,Hombre,R7,Puebla,Prepago,966,Plan amigo,11,38,18,3.140704102731421,4.118242352335627,3.8293549941927623,1.512608593406941,2.9664840105039056,0.6984408215934563,1.0915858119620312,0.6292223760879271,0.4169955203594778,0.37
19,7,Mujer,R9,Querétaro Sur,Postpago,690,Premium,10,57,29,2.5049501025379532,1.017245914951774,5.430878996439682,1.7234103979492,0.2842808103773901,1.512080269649342,1.0879695444199282,0.868257260882406,0.5799320742364721,0.12
16,0,Mujer,R6,Aguacalientes,Postpago,170,Básico,2,60,2,0.1,0.4534545319387944,0.460276855317254,0.1,0.1,0.18171407835536035,0.1,0.1,0.1,0.45
38,12,Hombre,R9,Hidalgo,Prepago,589,Plan amigo,5,67,7,0.61643476658505,1.3318822341537553,0.7012067990137132,0.14130285444144658,1.2322647741460222,0.2949112252037046,0.37120246287864267,0.1,0.1,0.45
31,12,Mujer,R6,San Luis Potosí,Postpago,810,Premium,6,53,47,4.054249996166626,2.7758185436609284,4.940256978007848,0.9626440801828576,4.977915631832588,4.64374387351956,0.4227924426740691,1.984655794150613,0.27011632377225503,0.07
22,7,Hombre,R3,Durango,Prepago,407,Plan amigo,5,24,5,0.19944354981525758,0.8207118208930304,0.7562514846081796,0.22376307487505773,0.1,0.49121206025078856,0.19277518890917877,0.1,0.1,0.5
40,0,Hombre,R3,Durango,Prepago,286,Plan amigo,13,55,1,0.14814886869948504,0.14331153030100302,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.65
29,7,Hombre,R4,Tamaulipas,Prepago,825,Plan amigo,13,38,10,1.3127916127275376,1.45065532401629,1.785335044712739,0.2613373552303053,0.2281948432732744,0.7250197235074838,0.2622368233914438,0.7137474202842493,0.4270871522967428,0.37
37,12,Mujer,R2,Sinaloa,Postpago,925,Premium,5,70,49,6.758594339912344,6.681905178421093,5.2700115470359155,1.1253735239879343,3.104830886088382,5.5673962433157325,1.7293045555255693,2.093558042773369,0.24074726325285237,0.07
29,7,Mujer,R3,Chihuahua,Postpago,513,Medio,5,38,20,1.5584369940846545,3.2184062644154627,3.294351355324385,1.5063077660052597,0.7129865253891818,0.41946963468466825,0.22554949256615153,0.2711556086248027,0.6743346780791927,0.25
44,50,Mujer,R8,Quintana Roo,Postpago,905,Premium,12,54,49,6.093116030202896,6.624646291540937,2.093781954562991,3.836305686670365,9.233961470331534,1.700304458837102,3.3527957043896333,0.17524599543351238,1.323185102543489,0.05
42,50,Mujer,R6,Guanajuato,Postpago,401,Medio,2,55,12,2.07381123483579,1.0753533445434822,1.045320806602595,1.314377169568594,2.401313919022592,0.3002003066507366,1.0600500598680462,0.1254535383355111,0.2043028985117101,0.18
26,7,Hombre,R4,Tamaulipas,Prepago,144,Plan amigo,5,52,2,0.11137223058647697,0.1,0.22579540504260243,0.1,0.1,0.1,0.10907479639101832,0.1,0.1,0.53
36,12,Hombre,R1,Baja California Sur,Prepago,204,Plan amigo,7,43,1,0.1,0.1666425467226189,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.53
33,12,Hombre,R5,Nayarit,Prepago,410,Plan amigo,10,20,5,0.8113509186246761,0.4080543565413627,0.8089801578361386,0.3814022690392236,0.8690524682151258,0.38299701750419607,0.23092073319604917,0.1,0.1,0.45
39,12,Hombre,R1,Baja California Sur,Prepago,649,Plan amigo,10,24,7,0.6289389793787918,0.7982389078878941,1.308035777088648,0.1,1.1211878151302774,0.8688273034291063,0.27179468567546555,0.17612761507888502,0.1,0.37
20,7,Hombre,R3,Durango,Prepago,42,Plan amigo,1,68,1,0.14321695760202507,0.1,0.18526026597600995,0.1,0.1,0.1,0.1,0.1,0.1,0.68
33,12,Mujer,R9,Querétaro Sur,Postpago,697,Premium,4,23,29,1.024436482493784,6.188357910095977,4.800185123887281,2.15398358681392,3.5257937545927063,2.2546528895645195,0.43146360068246326,0.5211395968072031,0.1353404987929881,0.07
36,12,Hombre,R2,Sonora,Prepago,469,Plan amigo,13,46,5,0.6689270399959681,0.2594562291446456,0.7797304585730588,0.34213041453896526,0.4458157623526826,0.13887365556733114,0.12977307758103632,0.1,0.1,0.45
16,0,Hombre,R9,Morelos,Prepago,964,Plan amigo,0,49,15,0.37330592713806826,3.025670651286065,3.496230618780838,0.3030969357729461,0.3984588484165602,1.2431021448659405,0.688421472093178,0.262439983892284,0.1539006964891469,0.49
19,7,Hombre,R5,Jalisco,Prepago,892,Plan amigo,11,41,11,0.4552179247881997,1.077507876559076,2.664488141590267,0.6979856036817602,0.3684469085061458,0.16023161680949424,0.1,0.5696034229148306,0.17283287792736482,0.42
16,0,Mujer,R5,Jalisco,Postpago,479,Medio,14,31,12,0.6540024427169409,1.661803845658209,0.584108093706043,0.6718469070884051,0.15989945032039976,0.9463691270605328,0.6084526455853152,0.1955841792033033,0.5388373747508461,0.37
26,7,Mujer,R2,Sonora,Prepago,384,Plan amigo,0,56,5,0.40462243079396215,1.1136790969948445,0.3908221150824893,0.2649885645248611,0.1,0.47356442704736734,0.18965450409972295,0.19015719353799498,0.22050873104054594,0.45
34,12,Hombre,R9,Estado de México,Prepago,31,Plan amigo,4,19,2,0.15071133356168454,0.1305511317943853,0.27398639853876333,0.1246258959413682,0.17153579284815013,0.15000077974370593,0.13856397888190655,0.1,0.1,0.63
40,0,Hombre,R5,Nayarit,Prepago,759,Plan amigo,11,62,10,0.4763785190626264,2.345291661135652,1.6085545564477588,0.8838804330256093,0.630487259501053,1.09306905995638,0.5278098201277996,0.16402111347684004,0.13938285690095797,0.49
29,7,Mujer,R9,Querétaro Sur,Postpago,679,Premium,12,33,26,2.4420393648229193,3.2181116662591562,6.541860984470333,1.8433202548010221,0.8054846389962399,2.54756943321385,0.8146495427990424,0.7912489945259453,1.0515870952704987,0.07
41,50,Hombre,R3,Chihuahua,Prepago,47,Plan amigo,2,51,1,0.1572564083957547,0.1,0.1,0.1,0.17092500589413093,0.1,0.1,0.1,0.1,0.56
17,0,Mujer,R1,Baja California Sur,Postpago,239,Básico,3,4,2,0.23076428233219276,0.3114274422370742,0.5099367738857663,0.13023667704641817,0.1,0.23129186601478469,0.1,0.13639023423289454,0.1,0.45
16,0,Mujer,R9,Estado de México,Postpago,374,Medio,2,50,8,0.6449345869532783,0.3479488606234016,1.3698406631848115,0.4281488747654589,0.28738217443813124,0.9377724003200877,0.46494598675968074,0.22569342111086602,0.3808699131502236,0.37
28,7,Hombre,R9,Morelos,Prepago,572,Plan amigo,0,16,8,0.566530108595063,1.6544905757013257,0.6445567306024972,0.36205857028062094,0.2788640514391003,0.9125401316433911,0.33831322526399915,0.46730497980452484,0.1,0.45
31,12,Hombre,R9,Estado de México,Prepago,447,Plan amigo,0,61,4,0.5329545452533536,0.6177735242684935,0.13142731970980484,0.1,0.12087411112884797,0.42781428816451955,0.1,0.1,0.1,0.53
28,7,Mujer,R2,Sonora,Postpago,785,Premium,11,60,36,3.0091592347026217,6.273026392937264,7.6220031751910255,1.6566034106767367,0.6480594631191223,1.891992479532947,1.8816104557816287,0.9731966863479027,0.5335051963789357,0.07
16,0,Hombre,R2,Sonora,Prepago,292,Plan amigo,11,60,2,0.21900320469453688,0.19317403084013346,0.5143192158640703,0.1,0.1,0.1,0.1,0.1,0.1,0.65
27,7,Hombre,R8,Chiapas,Prepago,36,Plan amigo,13,53,1,0.13957224619388486,0.11923740597922335,0.25095415760305223,0.1,0.1,0.1,0.1,0.1,0.1,0.63
18,7,Mujer,R9,Querétaro Sur,Postpago,235,Básico,12,4,2,0.1,0.14458820550899876,0.5561829372150601,0.1564064232529629,0.1,0.23591863113426964,0.1,0.1,0.1,0.38
33,12,Mujer,R9,Querétaro Sur,Postpago,286,Básico,13,43,3,0.1,0.11124055499163997,0.17555492609182938,0.1545565372523004,0.46315612974485687,0.3763449960825459,0.13862629468515095,0.13434684621050197,0.1,0.33
31,12,Mujer,R8,Campeche,Postpago,807,Premium,4,18,46,7.422470549061381,5.414688401245053,3.233273828827567,4.071487483242723,3.549962264846301,3.553845562519999,1.2373739872788292,1.513175726679136,1.098880174246219,0.07
20,7,Mujer,R7,Guerrero,Postpago,618,Premium,5,6,27,0.35178356612047607,5.874280740330949,0.5696809908388465,0.9221975788102996,0.21776009466584736,2.5062015447537953,0.18452359122484632,1.1338430997834044,0.44314265149929016,0.12
24,7,Hombre,R9,Querétaro Sur,Prepago,293,Plan amigo,2,14,2,0.1,0.37777455902198304,0.16175342718294375,0.1,0.1,0.1474357550974781,0.1,0.1,0.1,0.58
